Timestamp,Air_Temp_C,Humidity_Pct,pH,EC_mS_cm,DO_mg_L,N_ppm,P_ppm,K_ppm
2024-01-26 17:00:00,24.57,62.74,6.17,1.55,7.96,127.49,43.09,170.39
2024-01-26 18:00:00,22.02,65.07,6.14,1.55,8.34,127.39,43.05,170.19
2024-01-26 19:00:00,21.51,65.97,6.13,1.55,8.18,127.13,43.01,170.05
2024-01-26 20:00:00,19.53,69.12,6.08,1.54,8.55,126.98,42.95,169.89
2024-01-26 21:00:00,18.94,71.2,6.06,1.54,8.72,126.7,42.87,169.55
2024-01-26 22:00:00,19.16,74.88,6.07,1.54,8.52,126.54,42.82,169.31
2024-01-26 23:00:00,18.57,76.61,6.11,1.54,8.72,126.25,42.77,169.14
2024-01-27 00:00:00,18.7,75.84,6.14,1.53,8.57,125.96,42.7,169.02
2024-01-27 01:00:00,18.33,74.22,6.14,1.53,8.74,125.86,42.65,168.77
2024-01-27 02:00:00,17.77,75.82,6.09,1.53,8.6,125.65,42.58,168.58
2024-01-27 03:00:00,19.11,71.58,6.22,1.53,8.56,125.48,42.54,168.31
2024-01-27 04:00:00,19.82,68.11,6.2,1.53,8.6,125.37,42.52,167.94
2024-01-27 05:00:00,21.19,70.49,6.11,1.52,8.47,125.19,42.45,167.55
2024-01-27 06:00:00,22.12,62.56,6.21,1.52,8.33,124.99,42.41,167.17
2024-01-27 07:00:00,22.86,62.59,6.06,1.52,8.05,124.73,42.35,167.02
2024-01-27 08:00:00,24.55,59.28,6.13,1.52,8.09,124.5,42.31,166.84
2024-01-27 09:00:00,24.67,58.31,6.1,1.51,8.12,124.34,42.22,166.68
2024-01-27 10:00:00,25.86,54.1,6.11,1.51,7.86,124.15,42.14,166.39
2024-01-27 11:00:00,26.31,55.2,6.09,1.51,8.14,123.88,42.09,166.2
2024-01-27 12:00:00,25.55,56.21,6.08,1.51,7.99,123.66,42.0,165.85
2024-01-27 13:00:00,25.88,58.21,6.07,1.5,7.87,123.38,41.96,165.73
2024-01-27 14:00:00,26.51,55.16,6.2,1.5,7.86,123.21,41.86,165.4
2024-01-27 15:00:00,24.0,60.73,6.14,1.5,8.16,123.1,41.78,165.13
2024-01-27 16:00:00,24.94,63.56,6.13,1.5,7.9,122.92,41.73,164.89
2024-01-27 17:00:00,22.25,62.17,6.12,1.5,8.18,122.63,41.65,164.69
2024-01-27 18:00:00,22.7,63.67,6.14,1.49,8.27,122.33,41.62,164.45
2024-01-27 19:00:00,20.73,70.69,6.11,1.49,8.37,122.17,41.57,164.13
2024-01-27 20:00:00,19.79,70.19,6.1,1.49,8.72,121.91,41.53,163.87
2024-01-27 21:00:00,19.82,74.8,6.15,1.48,8.73,121.64,41.43,163.52
2024-01-27 22:00:00,18.02,73.12,6.02,1.48,8.66,121.52,41.38,163.14
2024-01-27 23:00:00,18.37,77.04,6.23,1.48,8.64,121.27,41.35,162.86
2024-01-28 00:00:00,17.2,72.64,6.12,1.48,8.84,120.97,41.28,162.55
2024-01-28 01:00:00,18.66,73.15,6.08,1.47,8.41,120.78,41.19,162.37
2024-01-28 02:00:00,17.8,71.88,6.13,1.47,8.7,120.53,41.16,162.03
2024-01-28 03:00:00,18.99,71.87,6.16,1.47,8.72,120.25,41.08,161.64
2024-01-28 04:00:00,19.71,67.91,6.1,1.47,8.56,120.13,41.02,161.52
2024-01-28 05:00:00,20.78,69.88,6.18,1.46,8.34,119.91,40.94,161.16
2024-01-28 06:00:00,21.53,64.04,6.19,1.46,8.34,119.72,40.89,160.84
2024-01-28 07:00:00,22.34,61.47,6.19,1.46,8.29,119.6,40.81,160.66
2024-01-28 08:00:00,23.64,60.8,6.12,1.46,8.2,119.47,40.72,160.35
2024-01-28 09:00:00,25.08,58.22,6.14,1.45,7.92,119.37,40.65,160.0
2024-01-28 10:00:00,25.27,56.77,6.18,1.45,8.06,119.23,40.56,159.84
2024-01-28 11:00:00,25.11,53.66,6.19,1.45,8.13,119.02,40.47,159.6
2024-01-28 12:00:00,26.04,56.43,6.26,1.45,7.85,118.82,40.44,159.32
2024-01-28 13:00:00,26.25,56.39,6.16,1.45,7.81,118.7,40.37,159.16
2024-01-28 14:00:00,25.57,54.29,6.17,1.44,8.14,118.42,40.34,158.83
2024-01-28 15:00:00,24.86,59.13,6.26,1.44,8.07,118.26,40.31,158.72
2024-01-28 16:00:00,23.34,60.1,6.17,1.44,8.14,118.0,40.24,158.62
2024-01-28 17:00:00,22.83,61.42,6.17,1.44,8.34,117.79,40.17,158.46
2024-01-28 18:00:00,22.24,63.4,6.29,1.44,8.31,117.67,40.07,158.33
2024-01-28 19:00:00,21.5,65.13,6.19,1.43,8.57,117.39,40.04,158.02
2024-01-28 20:00:00,20.03,71.69,6.15,1.43,8.5,117.25,39.96,157.74
2024-01-28 21:00:00,19.0,73.56,6.2,1.43,8.54,116.98,39.9,157.62
2024-01-28 22:00:00,18.94,73.63,6.14,1.43,8.64,116.74,39.81,157.51
2024-01-28 23:00:00,18.96,76.85,6.21,1.43,8.56,116.58,39.78,157.38
2024-01-29 00:00:00,18.05,73.78,6.05,1.82,8.76,149.89,49.92,199.89
2024-01-29 01:00:00,18.21,72.7,6.05,1.81,8.72,149.69,49.83,199.62
2024-01-29 02:00:00,19.18,73.99,5.99,1.81,8.59,149.52,49.75,199.43
2024-01-29 03:00:00,19.03,68.75,5.96,1.81,8.59,149.35,49.72,199.24
2024-01-29 04:00:00,20.11,70.11,5.99,1.81,8.57,149.06,49.66,198.98
2024-01-29 05:00:00,21.3,68.66,5.94,1.8,8.35,148.79,49.63,198.66
2024-01-29 06:00:00,22.48,66.37,5.94,1.8,8.3,148.62,49.59,198.42
2024-01-29 07:00:00,22.96,64.29,6.0,1.8,8.3,148.48,49.56,198.06
2024-01-29 08:00:00,24.13,59.08,6.07,1.8,8.01,148.35,49.46,197.68
2024-01-29 09:00:00,25.59,61.38,6.03,1.79,7.93,148.06,49.4,197.28
2024-01-29 10:00:00,25.56,56.4,5.97,1.79,7.85,147.85,49.32,197.02
2024-01-29 11:00:00,27.58,55.44,5.97,1.79,7.77,147.69,49.24,196.77
2024-01-29 12:00:00,24.81,53.19,6.09,1.79,8.09,147.47,49.17,196.65
2024-01-29 13:00:00,25.59,54.09,6.01,1.79,8.0,147.3,49.08,196.37
2024-01-29 14:00:00,25.68,56.36,6.02,1.78,8.12,147.03,49.04,196.14
2024-01-29 15:00:00,24.87,54.59,6.03,1.78,8.11,146.89,49.02,195.85
2024-01-29 16:00:00,23.8,61.41,6.03,1.78,8.2,146.77,48.95,195.66
2024-01-29 17:00:00,22.72,62.59,6.01,1.78,8.17,146.59,48.91,195.3
2024-01-29 18:00:00,22.58,63.49,6.01,1.77,8.27,146.38,48.88,194.9
2024-01-29 19:00:00,20.69,69.85,5.94,1.77,8.42,146.1,48.82,194.78
2024-01-29 20:00:00,20.86,71.18,6.08,1.77,8.48,145.83,48.74,194.5
2024-01-29 21:00:00,18.8,70.78,6.07,1.77,8.55,145.62,48.71,194.35
2024-01-29 22:00:00,17.76,72.57,6.14,1.77,8.75,145.5,48.68,194.13
2024-01-29 23:00:00,18.07,74.96,5.99,1.76,8.61,145.31,48.65,194.01
2024-01-30 00:00:00,18.55,74.0,6.04,1.76,8.61,145.01,48.63,193.76
2024-01-30 01:00:00,17.62,74.6,6.01,1.76,8.69,144.82,48.54,193.56
2024-01-30 02:00:00,18.17,72.31,6.04,1.76,8.8,144.66,48.52,193.2
2024-01-30 03:00:00,19.54,74.71,5.92,1.75,8.72,144.53,48.43,192.98
2024-01-30 04:00:00,20.54,70.1,5.99,1.75,8.36,144.27,48.38,192.66
2024-01-30 05:00:00,20.71,71.07,5.93,1.75,8.51,144.04,48.33,192.34
2024-01-30 06:00:00,23.06,62.8,6.1,1.75,8.06,143.89,48.31,191.97
2024-01-30 07:00:00,23.45,65.38,6.1,1.74,8.05,143.68,48.25,191.78
2024-01-30 08:00:00,24.12,59.43,6.03,1.74,8.17,143.51,48.23,191.52
2024-01-30 09:00:00,24.87,60.26,6.01,1.74,7.78,143.37,48.19,191.34
2024-01-30 10:00:00,25.47,54.29,6.04,1.74,8.03,143.26,48.1,191.0
2024-01-30 11:00:00,26.34,52.18,6.05,1.74,7.89,143.05,48.01,190.9
2024-01-30 12:00:00,26.09,54.3,6.05,1.74,7.9,142.93,47.98,190.79
2024-01-30 13:00:00,25.48,55.27,6.06,1.73,8.05,142.77,47.93,190.52
2024-01-30 14:00:00,26.06,56.51,6.05,1.73,8.04,142.59,47.86,190.22
2024-01-30 15:00:00,25.59,62.3,6.06,1.73,7.91,142.31,47.76,189.96
2024-01-30 16:00:00,24.03,61.6,5.91,1.73,8.18,142.12,47.68,189.84
2024-01-30 17:00:00,23.38,63.58,6.03,1.72,8.25,141.87,47.6,189.56
2024-01-30 18:00:00,21.63,63.53,6.05,1.72,8.37,141.58,47.56,189.22
2024-01-30 19:00:00,21.21,66.32,6.0,1.72,8.41,141.41,47.47,188.83
2024-01-30 20:00:00,19.96,73.89,5.99,1.71,8.42,141.16,47.44,188.6
2024-01-30 21:00:00,19.82,70.83,6.06,1.71,8.51,141.02,47.36,188.39
2024-01-30 22:00:00,18.9,71.9,6.09,1.71,8.75,140.91,47.28,188.16
2024-01-30 23:00:00,18.35,75.08,6.09,1.71,8.59,140.68,47.24,187.93
